ID, STARTLOCATION,STARTREGION,AGGREGATEDTYPE,MONEYEARNED,DISTANCE,startDayOfWeek,CHARITYNAME,EMISSIONSSAVED,STARTTIME
18431,"City of London","England","Run","0.40",8,"FRIDAY","Die Arche",836.997,16
14317,"City of London","England","Bike","0.76",5,"TUESDAY","Die Arche",531.991959636424,5
6912,"Hereford","England","Bike","0.75",15,"SUNDAY","Die Arche",1580.1174528613817,12
7333,"Birmingham","England","Bike","0.19",4,"THURSDAY","Tafel Deutschland",406.7004514768073,17
17367,"St. Davids","Wales","Run","0.26",5,"TUESDAY","Viva con Agua",538.629,7
18437,"City of London","England","Run","0.36",7,"THURSDAY","Viva con Agua",768.5895,16
14325,"City of London","England","Bike","0.77",5,"TUESDAY","Die Arche",540.319736822434,10
6914,"Chichester","England","Bike","0.73",15,"SUNDAY","Tafel Deutschland",1559.0660082793527,13
7334,"Birmingham","England","Bike","0.20",4,"THURSDAY","Viva con Agua",433.1457895177891,17
18439,"Plymouth","England","Bike","0.35",7,"FRIDAY","Viva con Agua",750.12,6
6933,"City of London","England","Bike","0.64",13,"SUNDAY","Tafel Deutschland",1343.7856742223414,9
7335,"Newcastle upon Tyne","England","Bike","0.20",4,"THURSDAY","Die Arche",445.6480604332949,19
14339,"Kingston upon Hull","England","Run","0.76",5,"WEDNESDAY","Viva con Agua",531.0393800718947,8
17369,"St. Davids","Wales","Run","0.25",5,"TUESDAY","Viva con Agua",533.8935,7
7342,"Coventry","England","Bike","0.22",4,"WEDNESDAY","Viva con Agua",461.933801873851,18
6960,"Sheffield","England","Bike","0.72",15,"SATURDAY","Viva con Agua",1522.5985520209135,9
18464,"Birmingham","England","Run","0.34",7,"SUNDAY","Die Arche",711.3015,17
14359,"City of London","England","Bike","0.72",5,"THURSDAY","Die Arche",509.87961984694283,5
7358,"Derby","England","Bike","0.20",4,"WEDNESDAY","Tafel Deutschland",435.5263680111127,17
6974,"Birmingham","England","Bike","0.91",18,"SUNDAY","Viva con Agua",1916.0873586489556,15
18477,"Birmingham","England","Run","0.34",7,"MONDAY","Viva con Agua",719.754,17
14363,"City of London","England","Bike","0.95",5,"THURSDAY","Die Arche",501.5263262766665,6
17454,"Glasgow","Scotland","Run","0.20",4,"WEDNESDAY","Viva con Agua",423.234,5
7423,"Durham","England","Bike","0.20",4,"FRIDAY","Viva con Agua",442.4322720426182,6
18491,"Plymouth","England","Bike","0.33",7,"WEDNESDAY","Viva con Agua",689.829,5
7024,"City of London","England","Bike","0.64",13,"SATURDAY","Die Arche",1344.148682668239,8
14376,"Bradford","England","Run","0.68",5,"THURSDAY","Die Arche",480.62075357729015,14
7437,"City of London","England","Bike","0.20",4,"FRIDAY","Die Arche",427.8165271918037,7
17455,"Glasgow","Scotland","Run","0.26",5,"SATURDAY","Tafel Deutschland",542.1255,7
7027,"Sheffield","England","Bike","0.81",16,"SATURDAY","Viva con Agua",1720.0717463152953,14
18496,"Westminster","England","Bike","0.38",8,"FRIDAY","Viva con Agua",808.374,13
14382,"Manchester","England","Bike","0.68",5,"THURSDAY","Tafel Deutschland",477.06466880931384,18
7446,"Plymouth","England","Bike","0.20",4,"WEDNESDAY","Die Arche",420.19711291574015,17
7031,"City of London","England","Bike","0.76",15,"SATURDAY","Die Arche",1605.881828713123,7
18499,"Westminster","England","Bike","0.38",8,"SATURDAY","Die Arche",802.0635,11
7447,"Stoke-on-Trent","England","Bike","0.20",4,"WEDNESDAY","Viva con Agua",440.9103922938288,18
17531,"St. Davids","Wales","Run","0.38",8,"FRIDAY","Viva con Agua",791.889,4
14388,"City of London","England","Bike","1.02",5,"FRIDAY","Die Arche",535.788363126832,5
7032,"City of London","England","Bike","0.79",16,"SATURDAY","Die Arche",1658.8235955040584,9
18517,"Birmingham","England","Run","0.34",7,"TUESDAY","Viva con Agua",704.3505,17
7449,"Stoke-on-Trent","England","Bike","0.20",4,"TUESDAY","Die Arche",437.64144811372796,5
14552,"Bradford","England","Bike","0.25",5,"THURSDAY",,530.4327363961283,6
7033,"City of London","England","Bike","1.09",22,"SUNDAY","Die Arche",2290.1638444102496,15
17563,"St. Davids","Wales","Run","0.25",5,"TUESDAY","Viva con Agua",526.638,7
7450,"Plymouth","England","Bike","0.19",4,"TUESDAY","Die Arche",398.6046967322541,4
18531,"Newcastle upon Tyne","England","Run","0.40",8,"THURSDAY","Die Arche",862.7010000000001,16
14675,"Kingston upon Hull","England","Run","0.23",5,"SATURDAY","Viva con Agua",473.56729082933055,14
7093,"Bradford","England","Bike","0.72",15,"SUNDAY","Die Arche",1528.383447227742,12
7451,"Stoke-on-Trent","England","Bike","0.20",4,"TUESDAY","Viva con Agua",419.4013790770942,5
18533,"Birmingham","England","Run","0.38",8,"SATURDAY","Viva con Agua",787.71,17
17580,"St. Davids","Wales","Run","0.40",8,"THURSDAY","Viva con Agua",841.701,7
14688,"Kingston upon Hull","England","Run","0.23",5,"TUESDAY","Viva con Agua",494.8441061876284,6
7126,"Leicester","England","Bike","0.63",13,"FRIDAY","Die Arche",1317.977487639753,9
18534,"Birmingham","England","Run","0.33",7,"FRIDAY","Die Arche",689.7975,17
7452,"Plymouth","England","Bike","0.19",4,"TUESDAY","Die Arche",407.0149216911926,4
7130,"Leicester","England","Bike","0.65",13,"FRIDAY","Die Arche",1371.0992795446175,10
14701,"Kingston upon Hull","England","Run","0.23",5,"FRIDAY","Viva con Agua",482.09257483498413,7
17611,"St. Davids","Wales","Run","0.40",8,"SUNDAY","Viva con Agua",841.743,8
7453,"Stoke-on-Trent","England","Bike","0.20",4,"TUESDAY","Viva con Agua",424.75626775194314,6
18573,"Plymouth","England","Bike","0.41",8,"SUNDAY","Tafel Deutschland",874.4610000000001,8
14721,"Kingston upon Hull","England","Run","0.27",5,"WEDNESDAY","Viva con Agua",564.6201069523141,17
7454,"Plymouth","England","Bike","0.20",4,"TUESDAY","Die Arche",419.01613529779195,4
18588,"City of London","England","Run","0.35",7,"SUNDAY","Viva con Agua",758.5935,4
17657,"St. Davids","Wales","Run","0.25",5,"TUESDAY","Viva con Agua",528.4755,7
14722,"Kingston upon Hull","England","Bike","0.27",5,"THURSDAY","Viva con Agua",561.5332604375901,14
7138,"Birmingham","England","Bike","0.80",16,"TUESDAY","Tafel Deutschland",1669.5052561997773,7
7455,"Plymouth","England","Bike","0.19",4,"TUESDAY","Die Arche",405.8262182952994,9
18600,"Birmingham","England","Run","0.38",8,"MONDAY","Tafel Deutschland",791.616,17
14730,"Kingston upon Hull","England","Run","0.23",5,"SUNDAY","Viva con Agua",482.2493183843085,18
7165,"City of London","England","Bike","0.67",13,"WEDNESDAY","Die Arche",1411.9735250335655,17
17675,"St. Davids","Wales","Run","0.40",8,"THURSDAY","Viva con Agua",841.5015,7
7456,"Plymouth","England","Bike","0.20",4,"TUESDAY","Die Arche",414.26753428615217,4
18603,"Nottingham","England","Run","0.35",7,"MONDAY","Die Arche",745.5945,16
7192,"Newcastle upon Tyne","England","Bike","0.79",16,"FRIDAY","Die Arche",1657.4778663218863,14
14739,"Kingston upon Hull","England","Bike","0.28",5,"FRIDAY","Viva con Agua",501.1187919464443,12
7457,"Stoke-on-Trent","England","Bike","0.20",4,"TUESDAY","Viva con Agua",426.55039491904085,5
18604,"Nottingham","England","Run","0.36",7,"THURSDAY","Die Arche",775.9185,16
7195,"Birmingham","England","Bike","0.81",16,"TUESDAY","Tafel Deutschland",1717.063390576335,6
17712,"St. Davids","Wales","Run","0.40",8,"TUESDAY","Viva con Agua",844.977,7
14745,"Kingston upon Hull","England","Run","0.23",5,"TUESDAY","Viva con Agua",493.96277868929053,14
7465,"Coventry","England","Bike","0.20",4,"FRIDAY","Viva con Agua",420.69242212693956,5
18606,"Nottingham","England","Run","0.35",7,"WEDNESDAY","Tafel Deutschland",748.2825,17
7216,"Oxford","England","Bike","0.77",15,"TUESDAY","Viva con Agua",1613.2362811092876,4
14752,"Kingston upon Hull","England","Run","0.29",5,"SATURDAY","Viva con Agua",533.4917903147254,10
7475,"Worcester","England","Bike","0.22",4,"TUESDAY","Die Arche",461.49802497700136,10
18610,"Sheffield","England","Run","0.33",7,"MONDAY","Tafel Deutschland",693.0945,15
17764,"St. Davids","Wales","Run","0.41",8,"THURSDAY","Viva con Agua",871.8675,7
7223,"Stoke-on-Trent","England","Bike","0.65",13,"THURSDAY","Tafel Deutschland",1367.5982402476134,18
14756,"Kingston upon Hull","England","Bike","0.26",5,"SUNDAY","Viva con Agua",541.6898302193264,12
7516,"Bradford","England","Bike","0.20",4,"FRIDAY","Die Arche",423.06783023955137,8
18629,"Birmingham","England","Run","0.38",8,"WEDNESDAY","Viva con Agua",795.2385,17
7230,"Nottingham","England","Bike","1.25",25,"FRIDAY","Viva con Agua",2618.7137610295154,15
7580,"Manchester","England","Bike","0.20",4,"THURSDAY","Viva con Agua",448.14074817896125,17
14762,"Kingston upon Hull","England","Run","0.23",5,"THURSDAY","Viva con Agua",495.41433413215486,16
17776,"Edinburgh","Scotland","Bike","0.22",4,"WEDNESDAY","Die Arche",455.58449999999993,7
18631,"Plymouth","England","Bike","1.15",8,"FRIDAY","Viva con Agua",811.923,5
7237,"City of London","England","Bike","0.78",16,"THURSDAY","Die Arche",1629.223095619921,16
7581,"Manchester","England","Bike","0.20",4,"THURSDAY","Viva con Agua",444.3732823298341,17
14765,"Kingston upon Hull","England","Bike","0.23",5,"MONDAY","Viva con Agua",486.1298052661391,16
18634,"Sheffield","England","Run","0.38",8,"WEDNESDAY","Viva con Agua",798.4305,16
7248,"Birmingham","England","Bike","0.73",15,"THURSDAY","Tafel Deutschland",1546.1255556411113,16
7582,"Manchester","England","Bike","0.22",4,"THURSDAY","Viva con Agua",452.83399308726126,19
14772,"Kingston upon Hull","England","Run","0.23",5,"WEDNESDAY","Viva con Agua",492.80118496733127,12
17786,"Edinburgh","Scotland","Bike","0.67",4,"FRIDAY","Die Arche",466.68300000000005,6
18636,"Sheffield","England","Run","0.39",8,"SATURDAY","Viva con Agua",810.474,16
7254,"Oxford","England","Bike","0.73",15,"THURSDAY","Die Arche",1562.9863226200046,18
7613,"Birmingham","England","Bike","0.22",4,"FRIDAY","Tafel Deutschland",458.81068057019604,11
14774,"Kingston upon Hull","England","Run","0.23",5,"FRIDAY","Viva con Agua",493.84011053974535,16
18646,"Birmingham","England","Run","1.16",8,"FRIDAY","Viva con Agua",816.186,15
7255,"Manchester","England","Bike","0.75",15,"THURSDAY","Die Arche",1571.6602877468222,17
7638,"Leicester","England","Bike","0.20",4,"FRIDAY","Viva con Agua",437.3995756135265,10
17802,"St. Davids","Wales","Run","1.23",8,"TUESDAY","Viva con Agua",868.2555,7
14788,"Birmingham","England","Run","0.28",5,"FRIDAY","Tafel Deutschland",490.15270801892405,10
18652,"Plymouth","England","Bike","1.13",8,"MONDAY","Tafel Deutschland",794.997,5
7257,"Birmingham","England","Bike","0.81",16,"THURSDAY","Viva con Agua",1728.8061046567634,17
7659,"City of London","England","Bike","0.17",4,"TUESDAY","Viva con Agua",378.3801719161628,7
14899,"Liverpool","England","Bike","0.23",5,"TUESDAY","Tafel Deutschland",507.1878272073108,18
18662,"Leicester","England","Run","1.16",8,"TUESDAY","Die Arche",816.207,11
17810,"Edinburgh","Scotland","Run","1.26",8,"WEDNESDAY","Viva con Agua",880.047,13
7672,"Winchester","England","Bike","0.22",4,"TUESDAY","Die Arche",469.62849491298084,7
7276,"City of London","England","Bike","0.64",13,"FRIDAY","Die Arche",1350.8798450784816,15
14905,"Leeds","England","Run","0.27",5,"THURSDAY",,559.2789810499039,6
18663,"City of London","England","Run","0.98",7,"TUESDAY","Viva con Agua",695.0265,10
7675,"Winchester","England","Bike","0.20",4,"TUESDAY","Die Arche",432.1870931727446,9
14970,"Leeds","England","Run","0.26",5,"THURSDAY",,548.7953616368811,6
7277,"Birmingham","England","Bike","0.72",15,"WEDNESDAY","Viva con Agua",1534.988591587749,16
18667,"Birmingham","England","Run","1.12",7,"TUESDAY","Viva con Agua",780.633,14
17811,"Edinburgh","Scotland","Run","1.19",8,"MONDAY","Viva con Agua",840.0735,14
7707,"Sunderland","England","Bike","0.22",4,"WEDNESDAY","Die Arche",472.4826039048198,17
14994,"Canterbury","England","Bike","0.23",5,"THURSDAY",,494.5622229879517,5
7278,"Sheffield","England","Bike","0.67",13,"WEDNESDAY","Viva con Agua",1410.8134208117183,17
18683,"Plymouth","England","Bike","1.18",8,"THURSDAY","Die Arche",830.1615,5
15000,"Wakefield","England","Run","0.23",5,"MONDAY",,512.1938626141033,10
7725,"City of London","England","Bike","0.22",4,"FRIDAY","Tafel Deutschland",472.2571718777951,10
7288,"Sheffield","England","Bike","0.79",16,"TUESDAY","Viva con Agua",1655.7635743770106,4
18687,"Birmingham","England","Run","1.11",7,"THURSDAY","Viva con Agua",777.4305,15
17827,"St. Davids","Wales","Run","1.17",8,"FRIDAY","Viva con Agua",823.7775,4
15018,"Wolverhampton","England","Run","0.23",5,"MONDAY","Viva con Agua",473.4155023949394,15
7736,"Liverpool","England","Bike","0.17",4,"FRIDAY","Die Arche",382.1562940834907,5
7291,"Sheffield","England","Bike","0.72",15,"FRIDAY","Viva con Agua",1523.3523308402525,5
18690,"Plymouth","England","Bike","1.13",8,"FRIDAY","Die Arche",797.8215,5
7769,"Liverpool","England","Bike","0.17",4,"TUESDAY","Die Arche",381.2470386972828,5
17970,"Edinburgh","Scotland","Run","0.38",8,"TUESDAY","Viva con Agua",807.5865,18
15025,"Newcastle upon Tyne","England","Run","0.23",5,"MONDAY","Tafel Deutschland",489.8998679599691,16
18694,"Sheffield","England","Run","1.16",8,"MONDAY","Viva con Agua",819.8715,17
7294,"Sheffield","England","Bike","0.81",16,"TUESDAY","Viva con Agua",1716.6044501574177,5
7787,"Liverpool","England","Bike","0.20",4,"WEDNESDAY","Tafel Deutschland",450.58027961643313,16
18704,"City of London","England","Run","1.00",7,"THURSDAY","Viva con Agua",697.7145,10
15032,"Southampton","England","Run","0.26",5,"MONDAY","Viva con Agua",545.07367505778,17
7321,"City of London","England","Bike","0.65",13,"FRIDAY","Tafel Deutschland",1366.8576576627142,15
18036,"Glasgow","Scotland","Bike","0.39",8,"TUESDAY","Viva con Agua",828.5025,6
18780,"Liverpool","England","Run","0.33",7,"FRIDAY","Viva con Agua",697.515,15
15046,"Derby","England","Bike","0.25",5,"TUESDAY","Die Arche",532.3495839288253,5
7790,"Brighton and Hove","England","Bike","0.20",4,"WEDNESDAY","Tafel Deutschland",439.33432934446495,16
7337,"Birmingham","England","Bike","0.65",13,"THURSDAY","Tafel Deutschland",1366.1687399937477,18
18781,"Liverpool","England","Run","0.41",8,"MONDAY","Viva con Agua",879.3645,15
18154,"Glasgow","Scotland","Bike","0.40",8,"THURSDAY","Die Arche",834.1095,6
7801,"City of London","England","Bike","0.22",4,"THURSDAY","Viva con Agua",459.3193573566474,19
15054,"Birmingham","England","Run","0.26",5,"TUESDAY","Die Arche",545.4625337848886,5
7339,"Birmingham","England","Bike","0.66",13,"WEDNESDAY","Viva con Agua",1390.1913190905095,19
18782,"Liverpool","England","Run","0.35",7,"TUESDAY","Viva con Agua",765.0405,19
7340,"Coventry","England","Bike","0.63",13,"WEDNESDAY","Viva con Agua",1315.7246527665702,18
15093,"Wolverhampton","England","Run","0.23",5,"TUESDAY","Tafel Deutschland",508.8358986545216,15
7808,"Kingston upon Hull","England","Bike","0.20",4,"FRIDAY","Die Arche",431.33979409676243,7
18841,"Leeds","England","Run","0.35",7,"MONDAY","Viva con Agua",756.714,9
18168,"Glasgow","Scotland","Bike","0.27",5,"THURSDAY","Viva con Agua",565.0785,6
15115,"Birmingham","England","Run","0.26",5,"WEDNESDAY",,537.2708178642464,5
7347,"Birmingham","England","Bike","0.66",13,"THURSDAY","Tafel Deutschland",1375.7595330919498,19
7815,"Birmingham","England","Bike","0.17",4,"FRIDAY","Die Arche",377.5341333283755,13
18842,"Leeds","England","Run","0.36",7,"FRIDAY","Viva con Agua",771.4665,7
7393,"City of London","England","Bike","0.02",0,"FRIDAY","Tafel Deutschland",50.709808363179775,14
15128,"Birmingham","England","Bike","0.27",5,"WEDNESDAY","Die Arche",574.2210576885814,10
7832,"Plymouth","England","Bike","0.19",4,"FRIDAY","Tafel Deutschland",397.91329944898945,6
18169,"Glasgow","Scotland","Bike","0.27",5,"TUESDAY","Viva con Agua",566.118,6
18857,"Stoke-on-Trent","England","Run","0.40",8,"WEDNESDAY","Tafel Deutschland",844.7775,19
7411,"Durham","England","Bike","0.64",13,"THURSDAY","Viva con Agua",1336.926152847384,17
7836,"Sheffield","England","Bike","0.22",4,"TUESDAY","Die Arche",465.4618746421261,5
15143,"Leeds","England","Bike","0.26",5,"WEDNESDAY","Viva con Agua",552.5811629047495,11
18885,"Bristol","England","Bike","0.40",8,"TUESDAY","Tafel Deutschland",870.0089999999999,20
7428,"Durham","England","Bike","0.80",16,"THURSDAY","Viva con Agua",1684.426435514862,17
18170,"Glasgow","Scotland","Bike","0.27",5,"WEDNESDAY","Viva con Agua",562.653,6
7843,"Leicester","England","Bike","0.20",4,"FRIDAY","Die Arche",435.1399650723904,10
15144,"Leeds","England","Bike","0.25",5,"WEDNESDAY","Viva con Agua",531.2520829366241,16
18891,"Derby","England","Run","0.40",8,"WEDNESDAY","Die Arche",863.0160000000001,4
7429,"Durham","England","Bike","0.64",13,"THURSDAY","Die Arche",1350.0831846706317,17
7844,"Leicester","England","Bike","0.20",4,"FRIDAY","Die Arche",431.5164477279019,12
18897,"Leeds","England","Run","0.34",7,"TUESDAY","Viva con Agua",738.759,6
15148,"Wells","England","Run","0.26",5,"WEDNESDAY","Die Arche",546.9031704456933,14
18176,"Glasgow","Scotland","Run","0.19",4,"TUESDAY","Viva con Agua",401.415,16
7444,"Bristol","England","Bike","0.66",13,"FRIDAY","Die Arche",1395.631383756706,4
7845,"Leicester","England","Bike","0.22",4,"FRIDAY","Die Arche",462.4517598154176,9
18926,"Liverpool","England","Bike","0.34",7,"FRIDAY","Viva con Agua",717.255,16
15214,"Bradford","England","Run","0.27",5,"THURSDAY","Tafel Deutschland",574.6073999138447,16
7464,"Manchester","England","Bike","0.75",15,"FRIDAY","Viva con Agua",1566.7380213843858,15
7857,"Canterbury","England","Bike","0.19",4,"THURSDAY","Die Arche",406.7768646256445,12
18938,"Norwich","England","Run","0.41",8,"SATURDAY","Die Arche",889.623,12
18177,"Glasgow","Scotland","Run","0.20",4,"SUNDAY","Viva con Agua",422.814,18
15234,"Winchester","England","Run","0.78",5,"FRIDAY","Die Arche",543.867045620283,6
7479,"Peterborough","England","Bike","0.81",16,"FRIDAY","Viva con Agua",1703.036062540191,6
7864,"York","England","Bike","0.17",4,"TUESDAY","Die Arche",380.7859527494684,15
18943,"Lincoln","England","Run","0.41",8,"SATURDAY","Viva con Agua",871.5839999999998,9
15246,"Wakefield","England","Run","0.75",5,"FRIDAY","Tafel Deutschland",523.2526652593842,10
7505,"Bradford","England","Bike","0.75",15,"WEDNESDAY","Tafel Deutschland",1568.0938142106486,16
18178,"Glasgow","Scotland","Run","0.22",4,"TUESDAY","Die Arche",453.579,17
7870,"Liverpool","England","Bike","0.20",4,"TUESDAY","Viva con Agua",448.7010723985276,16
18944,"Lincoln","England","Run","0.40",8,"THURSDAY","Viva con Agua",871.1955,9
15269,"Lichfield","England","Run","0.91",5,"SATURDAY","Die Arche",477.41886755807013,7
7510,"Liverpool","England","Bike","0.77",15,"WEDNESDAY","Die Arche",1610.4182525745766,17
7877,"Durham","England","Bike","0.19",4,"TUESDAY","Viva con Agua",400.6507179643189,17
18961,"Exeter","England","Bike","0.35",7,"MONDAY","Tafel Deutschland",762.888,17
15305,"Derby","England","Bike","0.70",5,"SUNDAY","Die Arche",497.59285018359765,8
18179,"Glasgow","Scotland","Run","0.25",5,"THURSDAY","Die Arche",528.381,16
7570,"Leeds","England","Bike","1.08",22,"FRIDAY","Viva con Agua",2262.6950314265914,15
7905,"Bradford","England","Bike","0.19",4,"THURSDAY","Die Arche",400.983062349891,5
18962,"Wakefield","England","Bike","0.40",8,"MONDAY","Tafel Deutschland",840.7665,20
15321,"Portsmouth","England","Run","1.03",5,"SUNDAY","Tafel Deutschland",542.9612323829884,12
7573,"Manchester","England","Bike","0.76",15,"FRIDAY",,1599.8908097617996,5
7961,"York","England","Bike","0.17",4,"TUESDAY","Die Arche",372.9126178356887,16
18970,"Derby","England","Run","0.40",8,"WEDNESDAY","Tafel Deutschland",843.7275,4
15356,"Leicester","England","Run","0.73",5,"MONDAY","Die Arche",520.0743524940408,10
18184,"Glasgow","Scotland","Run","0.26",5,"TUESDAY","Viva con Agua",539.6685,16
7577,"Manchester","England","Bike","0.81",16,"FRIDAY","Viva con Agua",1704.2325395399898,5
7977,"Coventry","England","Bike","0.19",4,"TUESDAY","Die Arche",401.2362624696622,18
19021,"Leeds","England","Run","0.34",7,"MONDAY","Viva con Agua",737.5935,8
15360,"Birmingham","England","Run","0.78",5,"MONDAY","Viva con Agua",544.3512424996403,10
7980,"Liverpool","England","Bike","0.19",4,"TUESDAY","Die Arche",393.8450204275229,19
7579,"Manchester","England","Bike","0.79",16,"TUESDAY","Viva con Agua",1652.7151149175263,5
19029,"Lincoln","England","Run","0.40",8,"TUESDAY","Tafel Deutschland",858.375,9
18185,"Glasgow","Scotland","Run","0.23",5,"TUESDAY","Die Arche",500.57699999999994,17
15361,"Leicester","England","Run","0.70",5,"MONDAY","Die Arche",496.13469121256526,10
7991,"Bradford","England","Bike","0.19",4,"THURSDAY",,400.40664894880854,5
19031,"Leeds","England","Run","0.40",8,"TUESDAY","Viva con Agua",843.8955,16
7606,"City of London","England","Bike","0.75",15,"FRIDAY","Viva con Agua",1577.6417309493938,15
15364,"Lincoln","England","Run","1.05",5,"MONDAY","Viva con Agua",552.1222774410343,10
8000,"Southampton","England","Bike","0.20",4,"THURSDAY","Tafel Deutschland",444.273913373802,13
19034,"Nottingham","England","Run","0.35",7,"TUESDAY","Tafel Deutschland",746.571,15
18187,"Glasgow","Scotland","Run","0.20",4,"SUNDAY","Die Arche",423.318,18
7631,"Wakefield","England","Bike","0.75",15,"THURSDAY","Die Arche",1575.7411480448263,17
15384,"Portsmouth","England","Run","0.77",5,"MONDAY","Tafel Deutschland",536.9717154898954,16
8096,"Leeds","England","Bike","0.19",4,"THURSDAY","Viva con Agua",407.83970379402604,15
19037,"Nottingham","England","Run","0.40",8,"SATURDAY","Tafel Deutschland",836.514,13
7640,"Coventry","England","Bike","0.81",16,"FRIDAY","Die Arche",1701.0981039030357,10
18188,"Glasgow","Scotland","Run","0.23",5,"MONDAY","Tafel Deutschland",479.619,18
15401,"Oxford","England","Bike","0.68",5,"TUESDAY","Tafel Deutschland",473.67645935846986,5
8142,"Birmingham","England","Bike","0.20",4,"TUESDAY","Viva con Agua",451.3573777867336,14
19040,"Nottingham","England","Run","0.34",7,"THURSDAY","Tafel Deutschland",744.8595,15
7661,"Bradford","England","Bike","0.81",16,"TUESDAY","Tafel Deutschland",1692.3914488383298,5
15437,"Bradford","England","Run","0.68",5,"TUESDAY","Die Arche",477.62204041137073,17
8148,"Birmingham","England","Bike","0.22",4,"WEDNESDAY","Viva con Agua",469.61468178189205,6
19041,"Nottingham","England","Run","0.35",7,"FRIDAY","Tafel Deutschland",745.9515,15
956,"Portsmouth","England","Run","0.13",3,"FRIDAY","Viva con Agua",268.9572375942261,7
18189,"Glasgow","Scotland","Run","0.27",5,"THURSDAY","Die Arche",566.748,18
7665,"Wolverhampton","England","Bike","0.81",16,"FRIDAY","Die Arche",1729.9168880994937,14
15449,"Derby","England","Bike","0.68",5,"WEDNESDAY","Die Arche",486.39493756331683,5
8231,"York","England","Bike","0.17",4,"TUESDAY","Die Arche",385.4012112727197,11
19042,"Nottingham","England","Run","0.34",7,"WEDNESDAY","Tafel Deutschland",745.395,15
7669,"Durham","England","Bike","0.66",13,"TUESDAY","Tafel Deutschland",1378.6003638275963,4
15452,"Liverpool","England","Run","0.81",5,"WEDNESDAY","Viva con Agua",576.9660242031085,5
19043,"Nottingham","England","Run","0.34",7,"SUNDAY","Tafel Deutschland",743.4315,14
963,"Sheffield","England","Run","0.17",3,"SATURDAY","Viva con Agua",349.71340463466413,7
8242,"Brighton and Hove","England","Bike","0.17",4,"THURSDAY","Die Arche",368.7471840830741,13
18191,"Glasgow","Scotland","Run","0.25",5,"THURSDAY","Viva con Agua",535.3845,16
7671,"City of London","England","Bike","0.73",15,"TUESDAY","Viva con Agua",1562.1759663833143,6
15487,"Wolverhampton","England","Run","0.76",5,"WEDNESDAY","Die Arche",535.0393581357472,15
19044,"Nottingham","England","Run","0.34",7,"TUESDAY","Tafel Deutschland",744.954,15
1004,"Kingston upon Hull","England","Run","0.17",3,"MONDAY","Viva con Agua",355.5312154581007,18
8275,"Wakefield","England","Bike","0.20",4,"TUESDAY","Tafel Deutschland",448.85818293921557,15
7700,"Durham","England","Bike","0.78",16,"WEDNESDAY","Viva con Agua",1644.6778533608876,16
15495,"Brighton and Hove","England","Bike","0.79",5,"WEDNESDAY","Tafel Deutschland",555.1500102257205,15
18197,"Glasgow","Scotland","Bike","0.40",8,"FRIDAY","Viva con Agua",870.8385000000001,6
19048,"Nottingham","England","Run","0.34",7,"SATURDAY","Tafel Deutschland",711.795,12
1007,"Kingston upon Hull","England","Run","0.16",3,"SATURDAY","Viva con Agua",326.24755946762457,18
8302,"City of London","England","Bike","0.20",4,"TUESDAY",,419.0809682829369,14
7713,"Birmingham","England","Bike","0.72",15,"THURSDAY","Viva con Agua",1527.236462838234,16
15518,"Liverpool","England","Bike","0.68",5,"THURSDAY","Viva con Agua",475.4000379479705,5
19051,"Derby","England","Run","0.40",8,"WEDNESDAY","Viva con Agua",840.0945,4
1010,"Kingston upon Hull","England","Run","0.17",3,"TUESDAY","Viva con Agua",362.2754710069822,17
18318,"Glasgow","Scotland","Bike","0.27",5,"MONDAY","Viva con Agua",565.32,6
8321,"Durham","England","Bike","0.17",4,"TUESDAY","Die Arche",376.8069900156535,14
15521,"Peterborough","England","Run","0.70",5,"THURSDAY","Die Arche",500.1859224762668,6
7728,"Worcester","England","Bike","0.63",13,"FRIDAY","Viva con Agua",1320.023012119998,13
19056,"St. Albans","England","Run","0.39",8,"FRIDAY","Viva con Agua",826.392,5
1026,"Kingston upon Hull","England","Run","0.13",3,"MONDAY","Viva con Agua",276.92392190727224,18
15533,"Leeds","England","Run","0.80",5,"THURSDAY","Die Arche",557.8118784604593,9
8331,"City of London","England","Bike","0.20",4,"THURSDAY","Die Arche",447.5422691701353,11
7732,"Worcester","England","Bike","0.86",17,"FRIDAY","Viva con Agua",1817.9312210644734,15
19094,"City of London","England","Run","1.01",7,"SATURDAY","Tafel Deutschland",705.0645,13
18320,"Glasgow","Scotland","Bike","0.40",8,"MONDAY","Die Arche",860.3595,6
8342,"Plymouth","England","Bike","0.19",4,"TUESDAY","Die Arche",407.22535852517035,4
1031,"Kingston upon Hull","England","Run","0.13",3,"TUESDAY","Viva con Agua",268.98596134358434,19
19104,"Leeds","England","Run","1.25",8,"SUNDAY","Viva con Agua",873.3164999999999,10
15540,"Birmingham","England","Run","0.75",5,"THURSDAY","Tafel Deutschland",525.0707258514204,10
7734,"Worcester","England","Bike","0.64",13,"FRIDAY","Viva con Agua",1349.2530375736274,5
8343,"Plymouth","England","Bike","0.20",4,"TUESDAY","Viva con Agua",418.8547927384609,4
18352,"Glasgow","Scotland","Bike","0.27",5,"WEDNESDAY","Viva con Agua",565.2675,6
15545,"Birmingham","England","Run","0.69",5,"THURSDAY","Die Arche",486.688191280363,12
7735,"Sheffield","England","Bike","0.72",15,"FRIDAY","Viva con Agua",1524.6882936221903,4
19105,"Leeds","England","Run","1.15",8,"FRIDAY","Viva con Agua",810.3375,9
